latitude,longitude,name
45.3841696145793,-72.17498124958402,0
45.376678727944636,-72.24342867054908,1
45.39963467085731,-72.11065096672212,2
45.40102410950729,-72.19299372878535,3
45.41189797720277,-72.18973432778701,4
45.44083454734796,-72.22352916971712,5
45.4238592316678,-72.21666727287852,6
45.451466773539096,-72.11056519301164,7
45.46046791957591,-72.20534514309483,8
45.41805983556354,-72.14770520965057,9
