45.40559676870731,-72.04471040367135
45.405326972539285,-72.04471050207923
45.4053338061819,-72.04439026792912
45.40560360234964,-72.04439016799166
45.420177677878726,-72.0443847680678
45.420447474046476,-72.04438466807781
45.42045838170561,-72.0440643466092
45.42018858553815,-72.04406444812959
45.40561043509716,-72.0440699322345
45.40534063892969,-72.04407003370153
45.40534747078265,-72.04374979939648
45.40561726694983,-72.04374969639987
45.42019949230264,-72.04374412806762
45.42046928846982,-72.04374402501684
45.42048019433897,-72.04342370330073
45.42021039817209,-72.04342380788192
