45.40561043509716,-72.0440699322345
45.40534063892969,-72.04407003370153
45.40534747078265,-72.04374979939648
45.40561726694983,-72.04374969639987
45.42019949230264,-72.04374412806762
45.42046928846982,-72.04374402501684
45.42048019433897,-72.04342370330073
45.42021039817209,-72.04342380788192
45.40562409790767,-72.04342946048781
45.40535430174078,-72.043429565014
45.405361131804064,-72.04310933055406
45.40563092797066,-72.0431092244983
45.4202213031466,-72.0431034875725
45.420491099313196,-72.04310338146091
45.4184759930193,-72.04278386785973
45.418206196853,-72.04278397549274
45.40563775713882,-72.04278898843135
45.40536796097253,-72.04278909601544
45.40537478924615,-72.04246886139418
45.405644585412155,-72.04246875228698
45.407918482929375,-72.04246783266753
45.40818827909538,-72.04246772355049
